x,y,z
0.25, 0.9375, 0.918736
0.25, 1, 0.995047

0.3125, 0, 0.921416
0.3125, 0.0625, 0.847725
0.3125, 0.125, 0.64636
0.3125, 0.1875, 0.347516
0.3125, 0.25, -0.00361295
0.3125, 0.3125, -0.353766
0.3125, 0.375, -0.649764
0.3125, 0.4375, -0.846631
0.3125, 0.5, -0.914455
0.3125, 0.5625, -0.842953
0.3125, 0.625, -0.643044
0.3125, 0.6875, -0.34519
0.3125, 0.75, 0.0052336
0.3125, 0.8125, 0.354845
0.3125, 0.875, 0.650378
0.3125, 0.9375, 0.846785
0.3125, 1, 0.914095

0.375, 0, 0.709104
0.375, 0.0625, 0.649282
0.375, 0.125, 0.492583
0.375, 0.1875, 0.262211
0.375, 0.25, -0.00719837
0.375, 0.3125, -0.27492
0.375, 0.375, -0.500394
0.375, 0.4375, -0.64943
0.375, 0.5, -0.699439
0.375, 0.5625, -0.642885
0.375, 0.625, -0.488451
0.375, 0.6875, -0.259721
0.375, 0.75, 0.00839116
0.375, 0.8125, 0.274948
0.375, 0.875, 0.499201
0.375, 0.9375, 0.646771
0.375, 1, 0.694846

0.4375, 0, 0.389236
0.4375, 0.0625, 0.352375
0.4375, 0.125, 0.264103
0.4375, 0.1875, 0.137121
0.4375, 0.25, -0.00973664
0.4375, 0.3125, -0.15445
0.4375, 0.375, -0.275219
0.4375, 0.4375, -0.353821
0.4375, 0.5, -0.378414
0.4375, 0.5625, -0.345356
0.4375, 0.625, -0.259776
0.4375, 0.6875, -0.134813
0.4375, 0.75, 0.0103697
0.4375, 0.8125, 0.153481
0.4375, 0.875, 0.272465
0.4375, 0.9375, 0.348818
0.4375, 1, 0.370345

0.5, 0, 0.0102586
0.5, 0.0625, 0.00196212
0.5, 0.125, -0.00448783
0.5, 0.1875, -0.00881691
0.5, 0.25, -0.010847
0.5, 0.3125, -0.0105981
0.5, 0.375, -0.00833635
0.5, 0.4375, -0.00457045
0.5, 0.5, 6.63441e-16
0.5, 0.5625, 0.00457045
0.5, 0.625, 0.00833635
0.5, 0.6875, 0.0105981
0.5, 0.75, 0.010847
0.5, 0.8125, 0.00881691
0.5, 0.875, 0.00448783
0.5, 0.9375, -0.00196212
0.5, 1, -0.0102586

0.5625, 0, -0.370345
0.5625, 0.0625, -0.348818
0.5625, 0.125, -0.272465
0.5625, 0.1875, -0.153481
0.5625, 0.25, -0.0103697
0.5625, 0.3125, 0.134813
0.5625, 0.375, 0.259776
0.5625, 0.4375, 0.345356
0.5625, 0.5, 0.378414
0.5625, 0.5625, 0.353821
0.5625, 0.625, 0.275219
0.5625, 0.6875, 0.15445
0.5625, 0.75, 0.00973664
0.5625, 0.8125, -0.137121
0.5625, 0.875, -0.264103
0.5625, 0.9375, -0.352375
0.5625, 1, -0.389236

0.625, 0, -0.694846
0.625, 0.0625, -0.646771
0.625, 0.125, -0.499201
0.625, 0.1875, -0.274948
0.625, 0.25, -0.00839116
0.625, 0.3125, 0.259721
0.625, 0.375, 0.488451
0.625, 0.4375, 0.642885
0.625, 0.5, 0.699439
0.625, 0.5625, 0.64943
0.625, 0.625, 0.500394
0.625, 0.6875, 0.27492
0.625, 0.75, 0.00719837
0.625, 0.8125, -0.262211
0.625, 0.875, -0.492583
0.625, 0.9375, -0.649282
0.625, 1, -0.709104

0.6875, 0, -0.914095
0.6875, 0.0625, -0.846785
0.6875, 0.125, -0.650378
0.6875, 0.1875, -0.354845
0.6875, 0.25, -0.0052336
0.6875, 0.3125, 0.34519
0.6875, 0.375, 0.643044
0.6875, 0.4375, 0.842953
0.6875, 0.5, 0.914455
0.6875, 0.5625, 0.846631
0.6875, 0.625, 0.649764
0.6875, 0.6875, 0.353766
0.6875, 0.75, 0.00361295
0.6875, 0.8125, -0.347516
0.6875, 0.875, -0.64636
0.6875, 0.9375, -0.847725
0.6875, 1, -0.921416

0.75, 0, -0.995047
0.75, 0.0625, -0.918736
0.75, 0.125, -0.703244
0.75, 0.1875, -0.381169
0.75, 0.25, -0.00140844
0.75, 0.3125, 0.378312
0.75, 0.375, 0.700239
0.75, 0.4375, 0.915401
0.75, 0.5, 0.991062
0.75, 0.5625, 0.915714
0.75, 0.625, 0.70083
0.75, 0.6875, 0.379113
0.75, 0.75, -0.00047626
0.75, 0.8125, -0.380187
0.75, 0.875, -0.702275
0.75, 0.9375, -0.917814
0.75, 1, -0.994182

0.8125, 0, -0.925853
0.8125, 0.0625, -0.852131
0.8125, 0.125, -0.650124
0.8125, 0.1875, -0.350137
0.8125, 0.25, 0.00245754
0.8125, 0.3125, 0.354183
0.8125, 0.375, 0.651631
0.8125, 0.4375, 0.849613
0.8125, 0.5, 0.918059
0.8125, 0.5625, 0.846599
0.8125, 0.625, 0.646157
0.8125, 0.6875, 0.347293
0.8125, 0.75, -0.00444435
0.8125, 0.8125, -0.355439
0.8125, 0.875, -0.652168
0.8125, 0.9375, -0.84934
0.8125, 1, -0.916804

0.875, 0, -0.717744
0.875, 0.0625, -0.657783
0.875, 0.125, -0.499641
0.875, 0.1875, -0.266796
0.875, 0.25, 0.00571294
0.875, 0.3125, 0.276681
0.875, 0.375, 0.505053
0.875, 0.4375, 0.656202
0.875, 0.5, 0.707225
0.875, 0.5625, 0.650437
0.875, 0.625, 0.494565
0.875, 0.6875, 0.263427
0.875, 0.75, -0.00767469
0.875, 0.8125, -0.277306
0.875, 0.875, -0.504182
0.875, 0.9375, -0.653413
0.875, 1, -0.701793

0.9375, 0, -0.403469
0.9375, 0.0625, -0.366273
0.9375, 0.125, -0.275485
0.9375, 0.1875, -0.144297
0.9375, 0.25, 0.00777506
0.9375, 0.3125, 0.157901
0.9375, 0.375, 0.283453
0.9375, 0.4375, 0.365484
0.9375, 0.5, 0.391631
0.9375, 0.5625, 0.358017
0.9375, 0.625, 0.269862
0.9375, 0.6875, 0.140703
0.9375, 0.75, -0.00964084
0.9375, 0.8125, -0.158055
0.9375, 0.875, -0.281596
0.9375, 0.9375, -0.360904
0.9375, 1, -0.383039

1, 0, -0.0325866
1, 0.0625, -0.0234364
1, 0.125, -0.01291
1, 0.1875, -0.00195721
1, 0.25, 0.00821094
1, 0.3125, 0.0163685
1, 0.375, 0.0215026
1, 0.4375, 0.0229981
1, 0.5, 0.0207546
1, 0.5625, 0.0152204
1, 0.625, 0.00734265
1, 0.6875, -0.00155826
1, 0.75, -0.00996418
1, 0.8125, -0.0163534
1, 0.875, -0.0193705
1, 0.9375, -0.0179152
1, 1, -0.0110451
