x,y,z
0.00390625, 0.945312, 0.0232153
0.00390625, 0.949219, 0.0234132
0.00390625, 0.953125, 0.0235969
0.00390625, 0.957031, 0.0237664
0.00390625, 0.960938, 0.0239215
0.00390625, 0.964844, 0.0240622
0.00390625, 0.96875, 0.0241884
0.00390625, 0.972656, 0.0243001
0.00390625, 0.976562, 0.0243972
0.00390625, 0.980469, 0.0244796
0.00390625, 0.984375, 0.0245475
0.00390625, 0.988281, 0.0246008
0.00390625, 0.992188, 0.0246395
0.00390625, 0.996094, 0.0246635
0.00390625, 1, 0.0246729

0.0078125, 0, 0.0490996
0.0078125, 0.00390625, 0.0490878
0.0078125, 0.0078125, 0.0490469
0.0078125, 0.0117188, 0.0489767
0.0078125, 0.015625, 0.0488772
0.0078125, 0.0195312, 0.0487483
0.0078125, 0.0234375, 0.0485901
0.0078125, 0.0273438, 0.0484027
0.0078125, 0.03125, 0.0481863
0.0078125, 0.0351562, 0.0479408
0.0078125, 0.0390625, 0.0476665
0.0078125, 0.0429688, 0.0473634
0.0078125, 0.046875, 0.0470319
0.0078125, 0.0507812, 0.046672
0.0078125, 0.0546875, 0.046284
0.0078125, 0.0585938, 0.0458681
0.0078125, 0.0625, 0.0454246
0.0078125, 0.0664062, 0.0449537
0.0078125, 0.0703125, 0.0444557
0.0078125, 0.0742188, 0.0439309
0.0078125, 0.078125, 0.0433797
0.0078125, 0.0820312, 0.0428023
0.0078125, 0.0859375, 0.0421991
0.0078125, 0.0898438, 0.0415704
0.0078125, 0.09375, 0.0409166
0.0078125, 0.0976562, 0.0402381
0.0078125, 0.101562, 0.0395354
0.0078125, 0.105469, 0.0388088
0.0078125, 0.109375, 0.0380588
0.0078125, 0.113281, 0.0372859
0.0078125, 0.117188, 0.0364904
0.0078125, 0.121094, 0.0356729
0.0078125, 0.125, 0.034834
0.0078125, 0.128906, 0.0339741
0.0078125, 0.132812, 0.0330938
0.0078125, 0.136719, 0.0321935
0.0078125, 0.140625, 0.0312739
0.0078125, 0.144531, 0.0303354
0.0078125, 0.148438, 0.0293786
0.0078125, 0.152344, 0.0284041
0.0078125, 0.15625, 0.0274124
0.0078125, 0.160156, 0.0264042
0.0078125, 0.164062, 0.0253802
0.0078125, 0.167969, 0.0243407
0.0078125, 0.171875, 0.0232866
0.0078125, 0.175781, 0.0222184
0.0078125, 0.179688, 0.0211368
0.0078125, 0.183594, 0.0200424
0.0078125, 0.1875, 0.0189359
0.0078125, 0.191406, 0.017818
0.0078125, 0.195312, 0.0166894
0.0078125, 0.199219, 0.0155507
0.0078125, 0.203125, 0.0144026
0.0078125, 0.207031, 0.0132458
0.0078125, 0.210938, 0.0120809
0.0078125, 0.214844, 0.0109087
0.0078125, 0.21875, 0.00972999
0.0078125, 0.222656, 0.00854526
0.0078125, 0.226562, 0.0073554
0.0078125, 0.230469, 0.006161
0.0078125, 0.234375, 0.00496294
0.0078125, 0.238281, 0.00376178
0.0078125, 0.242188, 0.00255839
0.0078125, 0.246094, 0.00135342
0.0078125, 0.25, 0.000147698
0.0078125, 0.253906, -0.00105813
0.0078125, 0.257812, -0.00226326
0.0078125, 0.261719, -0.00346705
0.0078125, 0.265625, -0.0046687
0.0078125, 0.269531, -0.00586759
0.0078125, 0.273438, -0.00706293
0.0078125, 0.277344, -0.00825405
0.0078125, 0.28125, -0.00944016
0.0078125, 0.285156, -0.0106206
0.0078125, 0.289062, -0.0117947
0.0078125, 0.292969, -0.0129617
0.0078125, 0.296875, -0.0141209
0.0078125, 0.300781, -0.0152716
0.0078125, 0.304688, -0.0164131
0.0078125, 0.308594, -0.0175447
0.0078125, 0.3125, -0.0186657
0.0078125, 0.316406, -0.0197755
0.0078125, 0.320312, -0.0208733
0.0078125, 0.324219, -0.0219586
0.0078125, 0.328125, -0.0230306
0.0078125, 0.332031, -0.0240888
0.0078125, 0.335938, -0.0251325
0.0078125, 0.339844, -0.0261611
0.0078125, 0.34375, -0.0271739
0.0078125, 0.347656, -0.0281704
0.0078125, 0.351562, -0.0291499
0.0078125, 0.355469, -0.0301119
0.0078125, 0.359375, -0.0310557
